"","x","y","z","class"
"1",-0.92919921875,-0.09033203125,0.3695068359375,1
"2",-1.0343017578125,-0.072265625,0.2117919921875,1
"3",-0.3258056640625,0.9468994140625,0.0789794921875,2
"4",-0.2747802734375,0.971923828125,-0.0234375,2
"5",0.192626953125,-0.69622802734375,0.73431396484375,3
"6",0.3885498046875,-0.681396484375,0.65545654296875,2
"7",0.3946533203125,-0.6884765625,0.65576171875,2
"8",0.38330078125,-0.6700439453125,0.661865234375,2
"9",0.381591796875,-0.68133544921875,0.66748046875,2
"10",0.39202880859375,-0.6793212890625,0.66253662109375,2
"11",0.381510416666667,-0.684977213541667,0.656412760416667,2
"12",0.386149088541667,-0.6937255859375,0.648966471354167,2
"13",0.4061279296875,-0.68212890625,0.6414794921875,2
"14",0.4052734375,-0.689306640625,0.643310546875,2
"15",0.403366088867188,-0.690093994140625,0.638778686523438,2
"16",0.4949951171875,-0.619140625,0.62109375,3
"17",0.5169677734375,-0.6290283203125,0.6334228515625,3
"18",0.4996337890625,-0.63134765625,0.6201171875,2
"19",0.4967041015625,-0.6324462890625,0.643310546875,3
"20",0.4945068359375,-0.6282958984375,0.642822265625,3
"21",0.4864501953125,-0.619140625,0.65087890625,3
"22",0.476806640625,-0.6181640625,0.64990234375,3
"23",0.4752197265625,-0.6202392578125,0.6497802734375,3
"24",0.4705810546875,-0.6290283203125,0.6549072265625,3
"25",0.4464111328125,-0.631591796875,0.65283203125,3
"26",0.4722900390625,-0.62060546875,0.6724853515625,3
"27",0.462158203125,-0.621826171875,0.658203125,3
"28",0.4622802734375,-0.620849609375,0.6519775390625,3
"29",0.4737548828125,-0.6219482421875,0.6614990234375,3
"30",0.4752197265625,-0.62451171875,0.652587890625,3
"31",0.486083984375,-0.619140625,0.6632080078125,3
"32",0.4671630859375,-0.61767578125,0.6492919921875,3
"33",0.46337890625,-0.6181640625,0.6527099609375,3
"34",0.49072265625,-0.6192626953125,0.6607666015625,3
"35",0.48974609375,-0.617431640625,0.6510009765625,3
"36",0.4884033203125,-0.619384765625,0.6512451171875,3
"37",0.4854736328125,-0.61767578125,0.6632080078125,3
"38",0.466796875,-0.6173095703125,0.6622314453125,3
"39",0.46435546875,-0.621337890625,0.6495361328125,3
"40",0.4739990234375,-0.6224365234375,0.64892578125,3
"41",0.4656982421875,-0.630615234375,0.6612548828125,3
"42",0.47705078125,-0.6416015625,0.6629638671875,3
"43",0.46728515625,-0.6328125,0.659912109375,3
"44",0.4647216796875,-0.6324462890625,0.6600341796875,3
"45",0.4683837890625,-0.617431640625,0.6622314453125,3
"46",0.4661865234375,-0.631103515625,0.6492919921875,3
"47",0.462646484375,-0.6192626953125,0.6624755859375,3
"48",0.4869384765625,-0.6317138671875,0.662109375,3
"49",0.4639892578125,-0.61865234375,0.649658203125,3
"50",0.4622802734375,-0.62890625,0.6614990234375,3
"51",0.4638671875,-0.6322021484375,0.6507568359375,3
"52",0.4630126953125,-0.6328125,0.6514892578125,3
"53",0.4857177734375,-0.62158203125,0.6593017578125,3
"54",0.4764404296875,-0.630615234375,0.6617431640625,3
"55",0.4906005859375,-0.631591796875,0.6600341796875,3
"56",0.4305419921875,-0.616455078125,0.710693359375,3
"57",0.4449462890625,-0.6158447265625,0.7059326171875,3
"58",0.43310546875,-0.6060791015625,0.70458984375,3
"59",0.430419921875,-0.6019287109375,0.686767578125,3
"60",0.439453125,-0.6121826171875,0.6956787109375,3
"61",0.4326171875,-0.6134033203125,0.7049560546875,3
"62",0.4312744140625,-0.6051025390625,0.7060546875,3
"63",0.4344482421875,-0.6016845703125,0.7083740234375,3
"64",0.4329833984375,-0.60400390625,0.6982421875,3
"65",0.418212890625,-0.626220703125,0.70703125,3
"66",0.432373046875,-0.601806640625,0.70556640625,3
"67",0.4173583984375,-0.6263427734375,0.6966552734375,3
"68",0.4034423828125,-0.64794921875,0.71826171875,3
"69",0.4385986328125,-0.6275634765625,0.695556640625,3
"70",0.423828125,-0.6070556640625,0.710205078125,3
"71",0.41552734375,-0.626708984375,0.697265625,3
"72",0.416259765625,-0.6060791015625,0.7078857421875,3
"73",0.4171142578125,-0.6043701171875,0.710693359375,3
"74",0.4193115234375,-0.605224609375,0.709716796875,3
"75",0.4166259765625,-0.6077880859375,0.6956787109375,3
"76",0.41748046875,-0.60693359375,0.6973876953125,3
"77",0.4393310546875,-0.6021728515625,0.7086181640625,3
"78",0.416748046875,-0.6025390625,0.710693359375,3
"79",0.4173583984375,-0.601806640625,0.695556640625,3
"80",0.42724609375,-0.6085205078125,0.6993408203125,3
"81",0.4208984375,-0.6036376953125,0.7103271484375,3
"82",0.4212646484375,-0.6064453125,0.708251953125,3
"83",0.4376220703125,-0.6279296875,0.7037353515625,3
"84",0.41845703125,-0.628173828125,0.683349609375,3
"85",0.4205322265625,-0.6273193359375,0.695556640625,3
"86",0.4410400390625,-0.6031494140625,0.7032470703125,3
"87",0.4183349609375,-0.62646484375,0.7093505859375,3
"88",0.419921875,-0.6016845703125,0.6956787109375,3
"89",0.4158935546875,-0.60400390625,0.698974609375,3
"90",0.4393310546875,-0.605712890625,0.7076416015625,3
"91",0.4195556640625,-0.6064453125,0.708251953125,3
"92",0.4385986328125,-0.6041259765625,0.7010498046875,3
"93",0.4207763671875,-0.62646484375,0.69580078125,3
"94",0.4185791015625,-0.6048583984375,0.7103271484375,3
"95",0.42626953125,-0.614990234375,0.6998291015625,3
"96",0.4207763671875,-0.6083984375,0.6971435546875,3
"97",0.4151611328125,-0.6092529296875,0.707275390625,3
"98",0.443603515625,-0.605712890625,0.703125,3
"99",0.4178466796875,-0.6151123046875,0.6966552734375,3
"100",0.44287109375,-0.605224609375,0.70947265625,3
"101",0.427001953125,-0.6138916015625,0.6983642578125,3
"102",0.42822265625,-0.6021728515625,0.7105712890625,3
"103",0.4144287109375,-0.6016845703125,0.695556640625,3
"104",0.4378662109375,-0.604736328125,0.69775390625,3
"105",0.419921875,-0.6087646484375,0.7105712890625,3
"106",0.417724609375,-0.60302734375,0.6953125,3
"107",0.4207763671875,-0.6068115234375,0.71044921875,3
"108",0.4166259765625,-0.60302734375,0.6983642578125,3
"109",0.4161376953125,-0.6065673828125,0.7066650390625,3
"110",0.416015625,-0.616943359375,0.696533203125,3
"111",0.4178466796875,-0.6058349609375,0.6983642578125,3
"112",0.4393310546875,-0.615234375,0.709716796875,3
"113",0.4376220703125,-0.6051025390625,0.6986083984375,3
"114",0.4168701171875,-0.604248046875,0.696044921875,3
"115",0.4378662109375,-0.60693359375,0.7086181640625,3
"116",0.439208984375,-0.60595703125,0.6966552734375,3
"117",0.439697265625,-0.625244140625,0.703369140625,3
"118",0.4307861328125,-0.6026611328125,0.7005615234375,3
"119",0.441162109375,-0.591796875,0.7042236328125,3
"120",0.7930908203125,-0.3302001953125,0.3819580078125,1
"121",0.384521484375,-0.492919921875,0.818603515625,3
"122",-0.243896484375,-0.8125,-0.61083984375,2
"123",-0.22998046875,-0.5396728515625,-0.768310546875,3
"124",-0.246337890625,-0.5289306640625,-0.7838134765625,3
"125",-0.242919921875,-0.5489501953125,-0.782470703125,3
"126",-0.242431640625,-0.53076171875,-0.775390625,3
"127",-0.22802734375,-0.5504150390625,-0.788330078125,3
"128",-0.238037109375,-0.5482177734375,-0.776611328125,3
